"Response ID","Date submitted","Last page","Start language","Date started","Date last action","1 - How old are you?","2 - Does your current main job require coding skills?","3 - How many years of experience do you have as a programmer (any language)?","4 - How many years of experience do you have as a C++ programmer?","5 - Which of the following projects do you contribute to?","6 - Describe your participation in this project:","6 - Describe your participation in this project: [Other]","7 - How would you describe your roles in this project? [Lead Developer]","7 - How would you describe your roles in this project? [Core Developer]","7 - How would you describe your roles in this project? [Occasional Developer]","7 - How would you describe your roles in this project? [QA/Tester]","7 - How would you describe your roles in this project? [Release Manager]","7 - How would you describe your roles in this project? [DevOps]","7 - How would you describe your roles in this project? [Evangelist]","7 - How would you describe your roles in this project? [Documentation Writer]","7 - How would you describe your roles in this project? [Translator]","7 - How would you describe your roles in this project? [Other]","8 - When was your first contribution to this project?","9 - How would you rate the steps to set up this project and start coding? Consider things such as installing tools, libraries, compiler settings, etc.","10 - Which operating systems did you use while working on this project? [BSD]","10 - Which operating systems did you use while working on this project? [Linux]","10 - Which operating systems did you use while working on this project? [OS X / macOS]","10 - Which operating systems did you use while working on this project? [Windows]","10 - Which operating systems did you use while working on this project? [Other]","11 - While working on this project, did you need to use a package manager in order to install dependencies (libraries)?","12 - How satisfied are you with the current way dependencies are handled in this project?","13 - Regarding difficulties you may have faced when building the project, to what extent do you agree or disagree with each of the following statements? [There were problems related to the operating system I used]","13 - Regarding difficulties you may have faced when building the project, to what extent do you agree or disagree with each of the following statements? [There were problems related to the build system settings (CMake, Autotools...)]","13 - Regarding difficulties you may have faced when building the project, to what extent do you agree or disagree with each of the following statements? [The project build configuration was/is a burden to maintain]","13 - Regarding difficulties you may have faced when building the project, to what extent do you agree or disagree with each of the following statements? [Setting up the project and building was/is complicated]","13 - Regarding difficulties you may have faced when building the project, to what extent do you agree or disagree with each of the following statements? [The build system is not compatible with my preferred IDE]","14 - Based on your personal experience with the project, to what extent do you agree or disagree with each of the following statements? [Finding out what are the necessary libraries was complicated]","14 - Based on your personal experience with the project, to what extent do you agree or disagree with each of the following statements? [Retrieving or building the necessary libraries was complicated]","14 - Based on your personal experience with the project, to what extent do you agree or disagree with each of the following statements? [Library version conflicts were/are recurrent]","14 - Based on your personal experience with the project, to what extent do you agree or disagree with each of the following statements? [Linking problems were/are recurrent]","14 - Based on your personal experience with the project, to what extent do you agree or disagree with each of the following statements? [Adding and/or maintaining dependencies was/is troublesome]","14 - Based on your personal experience with the project, to what extent do you agree or disagree with each of the following statements? [I would like to have added/add more libraries but the effort was/is not worthwhile]","14 - Based on your personal experience with the project, to what extent do you agree or disagree with each of the following statements? [People working on the project avoid to add new dependencies]","15 - Besides C++, which other language(s) do you use often? [I don't use any language besides C++]","15 - Besides C++, which other language(s) do you use often? [C]","15 - Besides C++, which other language(s) do you use often? [Objective-C]","15 - Besides C++, which other language(s) do you use often? [D]","15 - Besides C++, which other language(s) do you use often? [C#]","15 - Besides C++, which other language(s) do you use often? [Elixir]","15 - Besides C++, which other language(s) do you use often? [Haskell]","15 - Besides C++, which other language(s) do you use often? [Java]","15 - Besides C++, which other language(s) do you use often? [JavaScript]","15 - Besides C++, which other language(s) do you use often? [Python]","15 - Besides C++, which other language(s) do you use often? [Ruby]","15 - Besides C++, which other language(s) do you use often? [Rust]","15 - Besides C++, which other language(s) do you use often? [Go]","15 - Besides C++, which other language(s) do you use often? [PHP]","15 - Besides C++, which other language(s) do you use often? [Visual Basic / Visual Basic .NET]","15 - Besides C++, which other language(s) do you use often? [Perl]","15 - Besides C++, which other language(s) do you use often? [Delphi / Pascal]","15 - Besides C++, which other language(s) do you use often? [Swift]","15 - Besides C++, which other language(s) do you use often? [Scala]","15 - Besides C++, which other language(s) do you use often? [Groovy]","15 - Besides C++, which other language(s) do you use often? [Other]","16 - In the last 3 months, how often did you use language-specific package managers (NPM, RubyGems, PIP...) while developing in other languages besides C++ such as JavaScript, Ruby, Python, etc?","17 - In the last 3 months, which of the following package managers did you use regularly? [I don't use any package manager regularly]","17 - In the last 3 months, which of the following package managers did you use regularly? [Bower]","17 - In the last 3 months, which of the following package managers did you use regularly? [Cabal/cabal-install]","17 - In the last 3 months, which of the following package managers did you use regularly? [Cargo]","17 - In the last 3 months, which of the following package managers did you use regularly? [CocoaPods]","17 - In the last 3 months, which of the following package managers did you use regularly? [Composer]","17 - In the last 3 months, which of the following package managers did you use regularly? [CPAN]","17 - In the last 3 months, which of the following package managers did you use regularly? [CRAN]","17 - In the last 3 months, which of the following package managers did you use regularly? [CTAN]","17 - In the last 3 months, which of the following package managers did you use regularly? [EasyInstall]","17 - In the last 3 months, which of the following package managers did you use regularly? [goget]","17 - In the last 3 months, which of the following package managers did you use regularly? [Gradle]","17 - In the last 3 months, which of the following package managers did you use regularly? [Ivy]","17 - In the last 3 months, which of the following package managers did you use regularly? [Leiningen]","17 - In the last 3 months, which of the following package managers did you use regularly? [LuaRocks]","17 - In the last 3 months, which of the following package managers did you use regularly? [Maven]","17 - In the last 3 months, which of the following package managers did you use regularly? [npm]","17 - In the last 3 months, which of the following package managers did you use regularly? [NuGet]","17 - In the last 3 months, which of the following package managers did you use regularly? [PIP]","17 - In the last 3 months, which of the following package managers did you use regularly? [RubyGems]","17 - In the last 3 months, which of the following package managers did you use regularly? [sbt]","17 - In the last 3 months, which of the following package managers did you use regularly? [Other]","18 - What is your stance regarding language-specific package managers (NPM, PIP, RubyGems)?","19 - Please explain the stance you selected in the previous question:","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Manage multiple versions of a dependency (library)]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Good documentation]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Central repository]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Easy to install the tool]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Handle transitive dependencies]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Good availability of libraries]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Open source license]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Handle dependency conflicts]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Easy to set up and to maintain its configuration]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Broad adoption on many other projects]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Easy to integrate with current build configuration]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Decentralized repository]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Easy to publish packages]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Easy and Hassle-free install/update of libraries]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Free of cost (not necessarily open source)]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Commercial support]","20 - Please choose the FIVE most important features that could POSITIVELY influence your use of a package manager tool. [Other]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Bugs compromise its use]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Low adoption on other projects]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [It builds the project instead of just handling dependencies]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [One more configuration to maintain]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [The tool is written in a language that requires a runtime]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Insufficient documentation]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Too much opinionated / Lack of flexibility]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Difficult to publish packages]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Low availability of libraries]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Configuration is too complicated]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [It only handle dependencies, it doesn’t build]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [The tool is not written in C/C++]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [The tool requires me to change the current build system]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [It's not compatible with my preferred IDE]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Closed/commercial software]","21 - Please choose the FIVE most important features that could NEGATIVELY influence your use of a package manager tool. [Other]","22 - What do you think about starting a new project (any language) without the support of a language-specific package manager (e.g. NPM, Maven, RubyGems)?","C++ Dependency Management  The following questions are specific for dependency management in C++ projects.","23 - What is your current preferred way to add a new library (dependency) to a C++ project?","24 - What are your preferred build systems for C++ projects? [Autotools]","24 - What are your preferred build systems for C++ projects? [Bazel]","24 - What are your preferred build systems for C++ projects? [CMake]","24 - What are your preferred build systems for C++ projects? [GN]","24 - What are your preferred build systems for C++ projects? [Gradle]","24 - What are your preferred build systems for C++ projects? [GYP]","24 - What are your preferred build systems for C++ projects? [make]","24 - What are your preferred build systems for C++ projects? [Meson]","24 - What are your preferred build systems for C++ projects? [ninja]","24 - What are your preferred build systems for C++ projects? [IDE-based build (Visual Studio, XCode...)]","24 - What are your preferred build systems for C++ projects? [Premake]","24 - What are your preferred build systems for C++ projects? [qmake]","24 - What are your preferred build systems for C++ projects? [SCons]","24 - What are your preferred build systems for C++ projects? [WAF]","24 - What are your preferred build systems for C++ projects? [Other]","25 - How often have you used C++ package managers (e.g. Conan, Hunter, Biicode...)?","26 - Overall, how satisfied are you with the tools below? [Biicode]","26 - Overall, how satisfied are you with the tools below? [Build2]","26 - Overall, how satisfied are you with the tools below? [Conan]","26 - Overall, how satisfied are you with the tools below? [CPM]","26 - Overall, how satisfied are you with the tools below? [Hunter]","26 - Overall, how satisfied are you with the tools below? [Meson]","26 - Overall, how satisfied are you with the tools below? [Mason]","26 - Overall, how satisfied are you with the tools below? [Pacm]","26 - Overall, how satisfied are you with the tools below? [Yotta]","27 - If you have used another C++ package manager that is not listed above please let us know its name.","28 - Regarding the use of C++ package managers, to what extent do you agree or disagree with each of the following statements? [I would like to use a C++ package manager in {INSERTANS:1X9X284}]","28 - Regarding the use of C++ package managers, to what extent do you agree or disagree with each of the following statements? [I could give up my preferred build system if the use of a C++ package manager required so]","28 - Regarding the use of C++ package managers, to what extent do you agree or disagree with each of the following statements? [I could give up my preferred IDE if the use of a C++ package manager required so]","28 - Regarding the use of C++ package managers, to what extent do you agree or disagree with each of the following statements? [I would like to split the source code into modules and integrate them by using a C++ package manager]","28 - Regarding the use of C++ package managers, to what extent do you agree or disagree with each of the following statements? [I would use C++ package managers if they were as mature as are the ones for other languages]","29 - Would you like to use a C++ package manager for {INSERTANS:1X9X284}? What about your C++ your personal projects? Would you like to use a package manager for C++ just as it is possible with other languages? If you have already tried a C++ package manager, what are the aspects that you liked and what do you think should be improved? Please share your thoughts.","Thank you","Would you like to receive a copy of the results of this study after its publication?","Would you be available for a follow-up interview (only a fraction of the participants will be interviewed)?","Would you like to participate in the giveaway of three $10 Amazon vouchers?","Please enter your e-mail. We will not use your e-mail to vinculate to answers and certainly we will not disclose this information to third parties. Your views and opinions will be fully anonymized once this study becomes published."
"7","","","en","2016-08-27 19:16:23","2016-08-27 19:16:23","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A",""
"8","2016-08-27 20:10:12","2","en","2016-08-27 19:43:03","2016-08-27 20:10:12","24 years old or less","Yes","3 ~ 5 years","1 ~ 3 years","Firefox","It is a hobby","","No","Yes","Yes","No","No","No","No","No","No","","1 ~ 3 years ago","Somewhat Easy","No","Yes","No","No","","Yes, the system package manager (apt-get, yum, macports...)","5","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Disagree","I don't know","Strongly disagree","Disagree","I don't know","Agree","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","","Almost never","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","Pro","The package managers help to save time.","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","","I would not feel comfortable, but I would not hold back the project's start","","System package manager","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","","Never","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","","Disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","","","Yes","No","Yes","<EMAIL REMOVED>"
"9","2016-08-27 20:07:55","2","en","2016-08-27 19:54:42","2016-08-27 20:07:55","24 years old or less","Yes","3 ~ 5 years","3 ~ 5 years","OpenCV","It is a hobby","","No","No","Yes","No","No","No","No","No","No","","3 ~ 12 months ago","Somewhat Difficult","No","Yes","No","No","","Yes, the system package manager (apt-get, yum, macports...)","3","Strongly disagree","Agree","Disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","","Always","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","","Pro","Every language has its own syntax and method of handling dependencies. Just like OS like linux have their own ways of handling core dependencies, language-specific package managers are a must as it makes the code portable, and dependency management is no longer a problem.","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","","I would not feel comfortable, but I would not hold back the project's start","","System package manager","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","","Rarely (in less than 10% of the chances when I could have)","I know but never used this tool","I don't know this tool","I know but never used this tool","I know but never used this tool","I know but never used this tool","I know but never used this tool","I know but never used this tool","I know but never used this tool","I know but never used this tool","","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","I would like to use a C++ package manager not only for OpenCV, but for my own C++ projects as well. Instead of relying on system tools for packages, its better to rely on C++ dependency managers. So yes, I will use it wherever possible.","","Yes","Yes","Yes","<EMAIL REMOVED>"
"10","","","en","2016-08-27 19:59:49","2016-08-27 19:59:49","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A",""
"11","","1","en","2016-08-27 20:00:17","2016-08-27 20:07:59","25 - 34 years old","No and I never had to code in work","3 ~ 5 years","3 ~ 5 years","FreeCAD","It is a hobby","","No","No","No","No","No","No","No","No","No","Packager","1 ~ 3 years ago","Somewhat Difficult","No","Yes","No","No","","Yes, the system package manager (apt-get, yum, macports...)","2","Neither agree nor disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A",""
"12","2016-08-27 20:22:36","2","en","2016-08-27 20:01:21","2016-08-27 20:22:36","24 years old or less","No and I never had to code in work","5 ~ 10 years","1 ~ 3 years","Natron","It is a hobby","","No","No","Yes","No","No","No","No","No","No","","3 ~ 12 months ago","Difficult","No","No","Yes","No","","Yes, the system package manager (apt-get, yum, macports...)","2","Neither agree nor disagree","I don't know","I don't know","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","I don't know","Neither agree nor disagree","I don't know","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","","Always","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","","Pro","They have intimate knowledge about the build process for that language, making them very user friendly. You don't need to know compiler flags, you don't have to maintain complicated build-scripts. The build process is often reduced to a ""one command"" process, which makes it often a better experience for first time contributors!","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","","I would not start the project, dependency management is essential for me","","System package manager","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","","Never","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","","Strongly agree","Agree","Agree","Agree","Agree","I don't start personal projects in C++ anymore since I have used Rust.

I think a lot of C++ open-source projects miss out on contributions due to complicated build processes. If there existed a defacto build system / package manager (like Cargo in the Rust world) it would largely improve code reuse and make projects more accessible to first time contributors.","","Yes","Yes","Yes","<EMAIL REMOVED>"
"13","","","en","2016-08-27 21:11:59","2016-08-27 21:11:59","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A",""
"14","","","en","2016-08-27 22:04:17","2016-08-27 22:04:17","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A",""
"15","","0","en","2016-08-27 23:00:19","2016-08-27 23:06:37","24 years old or less","Yes","1 ~ 3 years","1 year or less","LibreOffice","It is a hobby","","No","Yes","No","No","No","No","No","No","No","","3 ~ 12 months ago","Somewhat Difficult","No","Yes","No","No","","No","4","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A",""
"16","2016-08-28 00:00:33","2","en","2016-08-27 23:55:13","2016-08-28 00:00:33","25 - 34 years old","Yes","3 ~ 5 years","3 ~ 5 years","RethinkDB","It is a hobby","","No","No","Yes","No","No","No","No","No","No","","3 ~ 12 months ago","Somewhat Easy","No","No","Yes","No","","Yes, the system package manager (apt-get, yum, macports...)","5","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","","Always","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","","Pro","good","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","","I would not start the project, dependency management is essential for me","","System package manager","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","","Rarely (in less than 10% of the chances when I could have)","I don't know this tool","I don't know this tool","I know but never used this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","I don't know this tool","","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","","Yes","No","Yes","<EMAIL REMOVED>"
